species,species_md,coral_uid,taxon,metric,value,host_species,host_species_md
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,trapezia,Intensity,1.588235294117647,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,trapezia,Occurrence,0.8333333333333334,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,trapezia,Mean abundance,1.2916666666666665,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,trapezia,Intensity,1.55,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,trapezia,Occurrence,0.9130434782608695,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,trapezia,Mean abundance,1.6956521739130435,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,trapezia,Intensity,1.8571428571428572,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,trapezia,Occurrence,0.782608695652174,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,trapezia,Mean abundance,1.434782608695652,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,trapezia,Intensity,1.8333333333333333,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,trapezia,Occurrence,0.65,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,trapezia,Mean abundance,1.35,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,trapezia,Intensity,2.076923076923077,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,alpheus,Occurrence,0.1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,alpheus,Mean abundance,0.1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,alpheus,Intensity,1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,trapezia,Occurrence,0.6,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,trapezia,Mean abundance,1.1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,trapezia,Intensity,1.8333333333333333,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,trapezia,Occurrence,0.8,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,trapezia,Mean abundance,1.4,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,trapezia,Intensity,1.75,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,trapezia,Occurrence,0.3333333333333333,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,trapezia,Mean abundance,0.33333333333333337,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,trapezia,Intensity,1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,trapezia,Occurrence,0.09090909090909091,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,trapezia,Mean abundance,0.18181818181818177,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,trapezia,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,trapezia,Occurrence,0.4375,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,trapezia,Mean abundance,0.6875,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,trapezia,Intensity,1.5714285714285714,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,trapezia,Occurrence,0.64,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,trapezia,Mean abundance,1.2399999999999998,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,trapezia,Intensity,1.9375,Stylophora pistillata,*Stylophora pistillata*
